ontology	GO.ID	Term	Annotated	Significant	Expected	classic	sag_id	enriched_in
BP	GO:0050832	defense response to fungus	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0000281	mitotic cytokinesis	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0031023	microtubule organizing center organization	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0000959	mitochondrial RNA metabolic process	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0034227	tRNA thio-modification	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006229	dUTP biosynthetic process	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006412	translation	6370	77	55.76	0.0092	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006282	regulation of DNA repair	57	3	0.5	0.0138	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0071816	tail-anchored membrane protein insertion into ER membrane	2	1	0.02	0.0174	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006635	fatty acid beta-oxidation	63	3	0.55	0.018	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0045048	protein insertion into ER membrane	28	3	0.25	0.0216	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	75	3	0.66	0.0284	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0007264	small GTPase mediated signal transduction	473	10	4.14	0.0291	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006338	chromatin remodeling	285	5	2.49	0.0315	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0000278	mitotic cell cycle	131	4	1.15	0.0356	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0000105	histidine biosynthetic process	208	5	1.82	0.0371	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	86	3	0.75	0.0401	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0007165	signal transduction	4448	93	38.93	0.0471	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0042729	DASH complex	5	3	0.04	5.1e-6	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0072686	mitotic spindle	5	3	0.04	5.1e-6	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005634	nucleus	3628	68	29.26	1.6e-5	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0031965	nuclear membrane	2	2	0.02	6.5e-5	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0070652	HAUS complex	11	3	0.09	8.2e-5	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005840	ribosome	3638	44	29.34	0.0059	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005777	peroxisome	226	7	1.82	0.0074	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005819	spindle	6	4	0.05	0.008	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0008537	proteasome activator complex	30	2	0.24	0.0243	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005681	spliceosomal complex	159	4	1.28	0.0404	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005856	cytoskeleton	3130	28	25.24	0.0469	ICM0047_SAG.1_Endomyxa	HF
CC	GO:0005789	endoplasmic reticulum membrane	434	8	3.5	0.0496	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0000155	phosphorelay sensor kinase activity	156	15	1.19	1.8e-12	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0019001	guanyl nucleotide binding	5664	71	43.18	5.9e-8	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0031683	G-protein beta/gamma-subunit complex binding	201	12	1.53	6.5e-8	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003924	GTPase activity	3537	53	26.96	4.6e-6	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004930	G protein-coupled receptor activity	217	10	1.65	8.1e-6	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1299	26	9.9	1.3e-5	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0046983	protein dimerization activity	855	19	6.52	4.6e-5	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003677	DNA binding	7802	87	59.48	4.9e-4	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	683	14	5.21	9.5e-4	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003997	acyl-CoA oxidase activity	28	3	0.21	0.00126	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0008061	chitin binding	29	3	0.22	0.00139	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	276	8	2.1	0.00141	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	491	11	3.74	0.00162	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0016746	acyltransferase activity	9162	72	69.84	0.00222	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003735	structural constituent of ribosome	3752	45	28.6	0.00248	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0005525	GTP binding	5463	59	41.65	0.00581	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0008829	dCTP deaminase activity	1	1	0.01	0.00762	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003678	DNA helicase activity	595	11	4.54	0.00897	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004649	poly(ADP-ribose) glycohydrolase activity	57	3	0.43	0.00953	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0005085	guanyl-nucleotide exchange factor activity	717	12	5.47	0.01012	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0031491	nucleosome binding	23	2	0.18	0.01322	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0008236	serine-type peptidase activity	3576	27	27.26	0.01378	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0046961	proton-transporting ATPase activity, rotational mechanism	414	8	3.16	0.01518	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0008855	exodeoxyribonuclease VII activity	2	1	0.02	0.01519	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004674	protein serine/threonine kinase activity	510	9	3.89	0.01769	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0005507	copper ion binding	442	8	3.37	0.02146	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity	3	1	0.02	0.0227	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004526	ribonuclease P activity	3	1	0.02	0.0227	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	19942	180	152.02	0.02557	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0005524	ATP binding	39781	335	303.26	0.02644	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0016887	ATP hydrolysis activity	7695	74	58.66	0.02736	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003910	DNA ligase (ATP) activity	220	5	1.68	0.02758	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0003779	actin binding	742	11	5.66	0.02928	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0004833	tryptophan 2,3-dioxygenase activity	4	1	0.03	0.03015	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	877	8	6.69	0.031	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0005515	protein binding	64713	555	493.33	0.03213	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0090482	vitamin transmembrane transporter activity	161	4	1.23	0.03553	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0043015	gamma-tubulin binding	163	4	1.24	0.03691	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0070005	cysteine-type aminopeptidase activity	5	1	0.04	0.03754	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0009882	blue light photoreceptor activity	42	2	0.32	0.0409	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0140359	ABC-type transporter activity	2352	26	17.93	0.04163	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving	255	5	1.94	0.04698	ICM0047_SAG.1_Endomyxa	HF
MF	GO:0030983	mismatched DNA binding	429	7	3.27	0.04821	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006412	translation	2473	128	67.42	4.7e-11	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0015979	photosynthesis	35	13	0.95	9.9e-8	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0051603	proteolysis involved in protein catabolic process	586	29	15.97	6.9e-4	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0010024	phytochromobilin biosynthetic process	2	2	0.05	7.4e-4	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006457	protein folding	352	20	9.6	0.00212	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0009772	photosynthetic electron transport in photosystem II	4	2	0.11	0.0043	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0016226	iron-sulfur cluster assembly	75	7	2.04	0.00437	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0009263	deoxyribonucleotide biosynthetic process	60	6	1.64	0.0058	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006423	cysteinyl-tRNA aminoacylation	5	2	0.14	0.00703	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	5	2	0.14	0.00703	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0017004	cytochrome complex assembly	23	3	0.63	0.01035	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0015986	proton motive force-driven ATP synthesis	111	8	3.03	0.01119	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	7	2	0.19	0.01424	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0001522	pseudouridine synthesis	293	15	7.99	0.01541	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006633	fatty acid biosynthetic process	55	5	1.5	0.01688	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006352	DNA-templated transcription initiation	186	12	5.07	0.01862	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0009264	deoxyribonucleotide catabolic process	21	3	0.57	0.01864	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006631	fatty acid metabolic process	173	13	4.72	0.02195	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006260	DNA replication	405	19	11.04	0.02221	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006415	translational termination	59	5	1.61	0.02225	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0000902	cell morphogenesis	1	1	0.03	0.02726	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0015995	chlorophyll biosynthetic process	1	1	0.03	0.02726	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0009231	riboflavin biosynthetic process	63	5	1.72	0.02861	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0031204	post-translational protein targeting to membrane, translocation	10	2	0.27	0.0289	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006886	intracellular protein transport	889	37	24.23	0.03415	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0009247	glycolipid biosynthetic process	253	8	6.9	0.03644	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006606	protein import into nucleus	48	4	1.31	0.04151	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0043248	proteasome assembly	70	5	1.91	0.04228	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006418	tRNA aminoacylation for protein translation	709	32	19.33	0.04254	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006351	DNA-templated transcription	1773	60	48.33	0.04372	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0006281	DNA repair	1076	43	29.33	0.04899	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0005840	ribosome	1381	79	40.98	1e-8	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0009538	photosystem I reaction center	6	3	0.18	4.9e-4	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0005839	proteasome core complex	271	18	8.04	0.00143	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	10	3	0.3	0.00267	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0019898	extrinsic component of membrane	11	3	0.33	0.00359	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0009521	photosystem	24	8	0.71	0.00498	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0009512	cytochrome b6f complex	1	1	0.03	0.02967	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0031207	Sec62/Sec63 complex	10	2	0.3	0.03378	ICM0048_COSAG.1_Chrysophyceae	PF
CC	GO:0071203	WASH complex	135	8	4.01	0.04823	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003735	structural constituent of ribosome	1399	80	38.05	7.9e-10	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0051536	iron-sulfur cluster binding	528	36	14.36	1.1e-5	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0005525	GTP binding	2443	94	66.44	6.1e-4	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	2	2	0.05	7.4e-4	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0050897	cobalt ion binding	2	2	0.05	7.4e-4	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	3	2	0.08	0.00218	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016168	chlorophyll binding	4	2	0.11	0.00428	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0005524	ATP binding	16737	505	455.21	0.00573	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004817	cysteine-tRNA ligase activity	5	2	0.14	0.007	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003677	DNA binding	2732	97	74.31	0.00754	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	341	18	9.27	0.00846	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	30	4	0.82	0.00851	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016887	ATP hydrolysis activity	3272	112	88.99	0.00853	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0009055	electron transfer activity	149	10	4.05	0.00938	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004425	indole-3-glycerol-phosphate synthase activity	17	3	0.46	0.01027	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003676	nucleic acid binding	9119	314	248.02	0.01282	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003995	acyl-CoA dehydrogenase activity	7	2	0.19	0.01418	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003989	acetyl-CoA carboxylase activity	35	4	0.95	0.01462	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	74	6	2.01	0.0155	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003723	RNA binding	3599	123	97.89	0.01668	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004540	RNA nuclease activity	323	14	8.78	0.01708	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016743	carboxyl- or carbamoyltransferase activity	56	5	1.52	0.018	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016881	acid-amino acid ligase activity	91	7	2.48	0.021	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1770	49	48.14	0.0212	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003747	translation release factor activity	59	5	1.6	0.02209	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003911	DNA ligase (NAD+) activity	9	2	0.24	0.02344	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.03	0.0272	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0009982	pseudouridine synthase activity	262	13	7.13	0.02839	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0008253	5'-nucleotidase activity	63	5	1.71	0.02841	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004807	triose-phosphate isomerase activity	45	4	1.22	0.03365	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004853	uroporphyrinogen decarboxylase activity	27	3	0.73	0.03616	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0051082	unfolded protein binding	245	12	6.66	0.03722	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0051920	peroxiredoxin activity	47	4	1.28	0.03862	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004618	phosphoglycerate kinase activity	48	4	1.31	0.04126	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0004176	ATP-dependent peptidase activity	93	6	2.53	0.04161	ICM0048_COSAG.1_Chrysophyceae	PF
MF	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	73	5	1.99	0.04882	ICM0048_COSAG.1_Chrysophyceae	PF
BP	GO:0035556	intracellular signal transduction	1961	16	8.7	0.0021	ICM0049_SAG.1_MAST-7	HF
BP	GO:0006635	fatty acid beta-oxidation	63	3	0.28	0.0028	ICM0049_SAG.1_MAST-7	HF
BP	GO:0007154	cell communication	4645	33	20.6	0.0062	ICM0049_SAG.1_MAST-7	HF
BP	GO:0006420	arginyl-tRNA aminoacylation	97	3	0.43	0.0094	ICM0049_SAG.1_MAST-7	HF
BP	GO:0009435	NAD biosynthetic process	104	3	0.46	0.0113	ICM0049_SAG.1_MAST-7	HF
BP	GO:0036211	protein modification process	22291	113	98.86	0.0124	ICM0049_SAG.1_MAST-7	HF
BP	GO:0009190	cyclic nucleotide biosynthetic process	437	6	1.94	0.014	ICM0049_SAG.1_MAST-7	HF
BP	GO:0038166	angiotensin-activated signaling pathway	4	1	0.02	0.0176	ICM0049_SAG.1_MAST-7	HF
BP	GO:0018149	peptide cross-linking	4	1	0.02	0.0176	ICM0049_SAG.1_MAST-7	HF
BP	GO:1901031	regulation of response to reactive oxygen species	5	1	0.02	0.022	ICM0049_SAG.1_MAST-7	HF
BP	GO:0016579	protein deubiquitination	1091	10	4.84	0.0255	ICM0049_SAG.1_MAST-7	HF
BP	GO:0005975	carbohydrate metabolic process	7792	38	34.56	0.0332	ICM0049_SAG.1_MAST-7	HF
BP	GO:0007034	vacuolar transport	276	4	1.22	0.0354	ICM0049_SAG.1_MAST-7	HF
BP	GO:0016311	dephosphorylation	1409	11	6.25	0.0357	ICM0049_SAG.1_MAST-7	HF
BP	GO:0019236	response to pheromone	70	2	0.31	0.0389	ICM0049_SAG.1_MAST-7	HF
BP	GO:0035082	axoneme assembly	54	2	0.24	0.0477	ICM0049_SAG.1_MAST-7	HF
BP	GO:0007018	microtubule-based movement	4086	26	18.12	0.0498	ICM0049_SAG.1_MAST-7	HF
CC	GO:0005777	peroxisome	224	5	0.91	6.2e-4	ICM0049_SAG.1_MAST-7	HF
CC	GO:0032580	Golgi cisterna membrane	4	1	0.02	0.01613	ICM0049_SAG.1_MAST-7	HF
CC	GO:0030286	dynein complex	839	8	3.4	0.02205	ICM0049_SAG.1_MAST-7	HF
CC	GO:0005856	cytoskeleton	3120	18	12.66	0.02641	ICM0049_SAG.1_MAST-7	HF
CC	GO:0005879	axonemal microtubule	11	1	0.04	0.04374	ICM0049_SAG.1_MAST-7	HF
CC	GO:0000159	protein phosphatase type 2A complex	88	2	0.36	0.04996	ICM0049_SAG.1_MAST-7	HF
MF	GO:0005515	protein binding	64545	387	303.31	5.2e-8	ICM0049_SAG.1_MAST-7	HF
MF	GO:0003997	acyl-CoA oxidase activity	28	3	0.13	3.1e-4	ICM0049_SAG.1_MAST-7	HF
MF	GO:0005272	sodium channel activity	10	2	0.05	9.7e-4	ICM0049_SAG.1_MAST-7	HF
MF	GO:0004650	polygalacturonase activity	191	5	0.9	0.00223	ICM0049_SAG.1_MAST-7	HF
MF	GO:0005540	hyaluronic acid binding	1	1	0	0.0047	ICM0049_SAG.1_MAST-7	HF
MF	GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity	26	2	0.12	0.00665	ICM0049_SAG.1_MAST-7	HF
MF	GO:0033735	aspartate dehydrogenase activity	27	2	0.13	0.00716	ICM0049_SAG.1_MAST-7	HF
MF	GO:0004814	arginine-tRNA ligase activity	97	3	0.46	0.011	ICM0049_SAG.1_MAST-7	HF
MF	GO:0008376	acetylgalactosaminyltransferase activity	4	1	0.02	0.01866	ICM0049_SAG.1_MAST-7	HF
MF	GO:0035091	phosphatidylinositol binding	1121	11	5.27	0.01874	ICM0049_SAG.1_MAST-7	HF
MF	GO:0008569	minus-end-directed microtubule motor activity	655	7	3.08	0.03702	ICM0049_SAG.1_MAST-7	HF
MF	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity	9	1	0.04	0.04151	ICM0049_SAG.1_MAST-7	HF
MF	GO:0015631	tubulin binding	3806	26	17.89	0.04691	ICM0049_SAG.1_MAST-7	HF
BP	GO:0007264	small GTPase mediated signal transduction	473	10	3.71	0.001	ICM0050_SAG.1_MAST-7	HF
BP	GO:0007165	signal transduction	4414	59	34.59	0.0036	ICM0050_SAG.1_MAST-7	HF
BP	GO:0006952	defense response	89	4	0.7	0.0054	ICM0050_SAG.1_MAST-7	HF
BP	GO:0046785	microtubule polymerization	94	4	0.74	0.0065	ICM0050_SAG.1_MAST-7	HF
BP	GO:0016579	protein deubiquitination	1098	17	8.6	0.0069	ICM0050_SAG.1_MAST-7	HF
BP	GO:0007041	lysosomal transport	1	1	0.01	0.0078	ICM0050_SAG.1_MAST-7	HF
BP	GO:0007018	microtubule-based movement	4108	48	32.19	0.0082	ICM0050_SAG.1_MAST-7	HF
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	19	2	0.15	0.0096	ICM0050_SAG.1_MAST-7	HF
BP	GO:0032065	maintenance of protein location in cell cortex	2	1	0.02	0.0156	ICM0050_SAG.1_MAST-7	HF
BP	GO:0009712	catechol-containing compound metabolic process	2	1	0.02	0.0156	ICM0050_SAG.1_MAST-7	HF
BP	GO:0043087	regulation of GTPase activity	76	3	0.6	0.0221	ICM0050_SAG.1_MAST-7	HF
BP	GO:0009165	nucleotide biosynthetic process	1680	25	13.17	0.0238	ICM0050_SAG.1_MAST-7	HF
BP	GO:0038166	angiotensin-activated signaling pathway	4	1	0.03	0.031	ICM0050_SAG.1_MAST-7	HF
BP	GO:0035556	intracellular signal transduction	1972	27	15.45	0.0347	ICM0050_SAG.1_MAST-7	HF
BP	GO:0036211	protein modification process	22366	188	175.28	0.0357	ICM0050_SAG.1_MAST-7	HF
BP	GO:0030001	metal ion transport	1953	22	15.31	0.0427	ICM0050_SAG.1_MAST-7	HF
BP	GO:0051056	regulation of small GTPase mediated signal transduction	240	3	1.88	0.0461	ICM0050_SAG.1_MAST-7	HF
BP	GO:0016559	peroxisome fission	104	3	0.82	0.0488	ICM0050_SAG.1_MAST-7	HF
BP	GO:0009435	NAD biosynthetic process	104	3	0.82	0.0488	ICM0050_SAG.1_MAST-7	HF
CC	GO:0032580	Golgi cisterna membrane	6	3	0.04	5.9e-6	ICM0050_SAG.1_MAST-7	HF
CC	GO:0110078	TTT complex	1	1	0.01	0.0067	ICM0050_SAG.1_MAST-7	HF
CC	GO:0030123	AP-3 adaptor complex	1	1	0.01	0.0067	ICM0050_SAG.1_MAST-7	HF
CC	GO:0005869	dynactin complex	25	2	0.17	0.0122	ICM0050_SAG.1_MAST-7	HF
CC	GO:0005938	cell cortex	101	2	0.68	0.0134	ICM0050_SAG.1_MAST-7	HF
CC	GO:0042765	GPI-anchor transamidase complex	89	3	0.6	0.0223	ICM0050_SAG.1_MAST-7	HF
CC	GO:0005789	endoplasmic reticulum membrane	435	9	2.92	0.0252	ICM0050_SAG.1_MAST-7	HF
CC	GO:0005634	nucleus	3599	39	24.17	0.0317	ICM0050_SAG.1_MAST-7	HF
CC	GO:0035145	exon-exon junction complex	43	2	0.29	0.0339	ICM0050_SAG.1_MAST-7	HF
MF	GO:0005515	protein binding	64786	628	512.03	1.2e-7	ICM0050_SAG.1_MAST-7	HF
MF	GO:0008376	acetylgalactosaminyltransferase activity	6	3	0.05	9.7e-6	ICM0050_SAG.1_MAST-7	HF
MF	GO:0035091	phosphatidylinositol binding	1134	24	8.96	2e-5	ICM0050_SAG.1_MAST-7	HF
MF	GO:0003688	DNA replication origin binding	14	3	0.11	1.7e-4	ICM0050_SAG.1_MAST-7	HF
MF	GO:0004650	polygalacturonase activity	194	8	1.53	1.8e-4	ICM0050_SAG.1_MAST-7	HF
MF	GO:0140359	ABC-type transporter activity	2357	31	18.63	0.00499	ICM0050_SAG.1_MAST-7	HF
MF	GO:0008017	microtubule binding	3454	41	27.3	0.0079	ICM0050_SAG.1_MAST-7	HF
MF	GO:0005537	mannose binding	1	1	0.01	0.0079	ICM0050_SAG.1_MAST-7	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1292	19	10.21	0.0084	ICM0050_SAG.1_MAST-7	HF
MF	GO:0003777	microtubule motor activity	3932	45	31.08	0.00901	ICM0050_SAG.1_MAST-7	HF
MF	GO:0008198	ferrous iron binding	22	2	0.17	0.01299	ICM0050_SAG.1_MAST-7	HF
MF	GO:0018576	catechol 1,2-dioxygenase activity	2	1	0.02	0.01574	ICM0050_SAG.1_MAST-7	HF
MF	GO:0003924	GTPase activity	3524	40	27.85	0.01661	ICM0050_SAG.1_MAST-7	HF
MF	GO:0033735	aspartate dehydrogenase activity	27	2	0.21	0.01923	ICM0050_SAG.1_MAST-7	HF
MF	GO:0015631	tubulin binding	3829	49	30.26	0.02717	ICM0050_SAG.1_MAST-7	HF
MF	GO:0004725	protein tyrosine phosphatase activity	34	2	0.27	0.02963	ICM0050_SAG.1_MAST-7	HF
MF	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	12115	118	95.75	0.02988	ICM0050_SAG.1_MAST-7	HF
MF	GO:0016286	small conductance calcium-activated potassium channel activity	4	1	0.03	0.03124	ICM0050_SAG.1_MAST-7	HF
MF	GO:0003779	actin binding	742	11	5.86	0.03643	ICM0050_SAG.1_MAST-7	HF
MF	GO:0008897	holo-[acyl-carrier-protein] synthase activity	93	3	0.74	0.03786	ICM0050_SAG.1_MAST-7	HF
MF	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	488	8	3.86	0.04225	ICM0050_SAG.1_MAST-7	HF
MF	GO:0008234	cysteine-type peptidase activity	3664	43	28.96	0.04519	ICM0050_SAG.1_MAST-7	HF
BP	GO:0007275	multicellular organism development	47	3	0.28	3.4e-4	ICM0051_COSAG.1_MAST-3	HF
BP	GO:0008654	phospholipid biosynthetic process	861	15	5.05	0.0018	ICM0051_COSAG.1_MAST-3	HF
BP	GO:0046785	microtubule polymerization	94	4	0.55	0.00236	ICM0051_COSAG.1_MAST-3	HF
