ontology	GO.ID	Term	Annotated	Significant	Expected	classic	sag_id	enriched_in
MF	GO:0004332	fructose-bisphosphate aldolase activity	26	3	0.83	0.04865	ICM0079_COSAG.1_Chrysophyceae	PF
BP	GO:0000160	phosphorelay signal transduction system	147	15	2.6	6.4e-8	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0072488	ammonium transmembrane transport	108	10	1.91	2.4e-5	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0015074	DNA integration	164	11	2.91	1.8e-4	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0009247	glycolipid biosynthetic process	256	11	4.54	2e-4	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0043419	urea catabolic process	4	2	0.07	0.00184	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0070588	calcium ion transmembrane transport	80	6	1.42	0.00301	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	5	2	0.09	0.00303	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006310	DNA recombination	178	9	3.15	0.0047	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006886	intracellular protein transport	878	26	15.56	0.01178	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0001522	pseudouridine synthesis	289	11	5.12	0.01486	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0008295	spermidine biosynthetic process	11	2	0.19	0.01551	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0010024	phytochromobilin biosynthetic process	1	1	0.02	0.01772	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0015995	chlorophyll biosynthetic process	1	1	0.02	0.01772	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0034975	protein folding in endoplasmic reticulum	32	3	0.57	0.01877	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006396	RNA processing	1864	47	33.03	0.01886	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006265	DNA topological change	156	7	2.76	0.02167	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0000723	telomere maintenance	122	6	2.16	0.02184	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006412	translation	2408	63	42.66	0.02187	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006298	mismatch repair	196	8	3.47	0.02428	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0006418	tRNA aminoacylation for protein translation	698	21	12.37	0.03091	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0019346	transsulfuration	105	5	1.86	0.03928	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0045047	protein targeting to ER	145	4	2.57	0.03979	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0015977	carbon fixation	19	2	0.34	0.04394	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0009089	lysine biosynthetic process via diaminopimelate	20	2	0.35	0.04826	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0009264	deoxyribonucleotide catabolic process	20	2	0.35	0.04826	ICM0080_SAG.1_Chrysophyceae	PF
CC	GO:0035550	urease complex	4	2	0.08	0.0021	ICM0080_SAG.1_Chrysophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	9	2	0.17	0.0121	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0001733	galactosylceramide sulfotransferase activity	29	6	0.48	7.1e-6	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008519	ammonium transmembrane transporter activity	108	10	1.79	1.4e-5	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008146	sulfotransferase activity	268	22	4.44	4e-5	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	72	7	1.19	2e-4	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003723	RNA binding	3561	85	59.06	6.8e-4	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004089	carbonate dehydratase activity	12	3	0.2	9e-4	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1762	41	29.22	9.5e-4	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0000155	phosphorelay sensor kinase activity	50	5	0.83	0.00142	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003677	DNA binding	2707	72	44.89	0.00183	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0005262	calcium channel activity	80	6	1.33	0.00218	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003676	nucleic acid binding	9026	221	149.69	0.00298	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004386	helicase activity	509	21	8.44	0.00307	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004062	aryl sulfotransferase activity	6	2	0.1	0.00394	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0015035	protein-disulfide reductase activity	53	4	0.88	0.0116	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0009982	pseudouridine synthase activity	259	10	4.3	0.01199	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003735	structural constituent of ribosome	1353	34	22.44	0.01243	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004014	adenosylmethionine decarboxylase activity	11	2	0.18	0.01369	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0030983	mismatched DNA binding	190	8	3.15	0.01459	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0020037	heme binding	526	16	8.72	0.01606	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	1	1	0.02	0.01658	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0050897	cobalt ion binding	1	1	0.02	0.01658	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.02	0.01658	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003724	RNA helicase activity	33	3	0.55	0.01716	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0043130	ubiquitin binding	91	5	1.51	0.01797	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008173	RNA methyltransferase activity	446	15	7.4	0.01806	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003916	DNA topoisomerase activity	156	7	2.59	0.01961	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0051537	2 iron, 2 sulfur cluster binding	101	5	1.68	0.0268	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0042910	xenobiotic transmembrane transporter activity	137	6	2.27	0.02723	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0016491	oxidoreductase activity	5575	118	92.46	0.02997	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	2	1	0.03	0.03289	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	2	1	0.03	0.03289	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	2	1	0.03	0.03289	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0010242	oxygen evolving activity	2	1	0.03	0.03289	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0008964	phosphoenolpyruvate carboxylase activity	18	2	0.3	0.03528	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0071949	FAD binding	185	7	3.07	0.03561	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0005524	ATP binding	16534	302	274.21	0.03603	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	44	3	0.73	0.03645	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004807	triose-phosphate isomerase activity	44	3	0.73	0.03645	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0005471	ATP:ADP antiporter activity	19	2	0.32	0.039	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0003879	ATP phosphoribosyltransferase activity	19	2	0.32	0.039	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004812	aminoacyl-tRNA ligase activity	805	22	13.35	0.04029	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0070006	metalloaminopeptidase activity	46	3	0.76	0.04079	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0022857	transmembrane transporter activity	7754	132	128.6	0.04354	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0004659	prenyltransferase activity	127	6	2.11	0.0442	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0005506	iron ion binding	897	22	14.88	0.04731	ICM0080_SAG.1_Chrysophyceae	PF
MF	GO:0051536	iron-sulfur cluster binding	509	17	8.44	0.04914	ICM0080_SAG.1_Chrysophyceae	PF
BP	GO:0007186	G protein-coupled receptor signaling pathway	480	21	8.25	9.7e-5	ICM0081_SAG.1_MAST-12	PF
BP	GO:0006813	potassium ion transport	144	9	2.47	9.1e-4	ICM0081_SAG.1_MAST-12	PF
BP	GO:0019491	ectoine biosynthetic process	1	1	0.02	0.01718	ICM0081_SAG.1_MAST-12	PF
BP	GO:0015727	lactate transport	1	1	0.02	0.01718	ICM0081_SAG.1_MAST-12	PF
BP	GO:0044528	regulation of mitochondrial mRNA stability	1	1	0.02	0.01718	ICM0081_SAG.1_MAST-12	PF
BP	GO:0072488	ammonium transmembrane transport	103	5	1.77	0.03273	ICM0081_SAG.1_MAST-12	PF
BP	GO:0045947	negative regulation of translational initiation	2	1	0.03	0.03406	ICM0081_SAG.1_MAST-12	PF
BP	GO:0006413	translational initiation	229	9	3.93	0.04328	ICM0081_SAG.1_MAST-12	PF
CC	GO:0043231	intracellular membrane-bounded organelle	3184	65	53.66	4.7e-7	ICM0081_SAG.1_MAST-12	PF
CC	GO:0005856	cytoskeleton	1586	31	26.73	0.038	ICM0081_SAG.1_MAST-12	PF
CC	GO:0032040	small-subunit processome	114	5	1.92	0.044	ICM0081_SAG.1_MAST-12	PF
CC	GO:1990423	RZZ complex	3	1	0.05	0.05	ICM0081_SAG.1_MAST-12	PF
MF	GO:0008270	zinc ion binding	2224	73	39.91	9.5e-7	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004930	G protein-coupled receptor activity	227	14	4.07	7.3e-5	ICM0081_SAG.1_MAST-12	PF
MF	GO:0005507	copper ion binding	201	12	3.61	3.1e-4	ICM0081_SAG.1_MAST-12	PF
MF	GO:0008851	ethanolamine ammonia-lyase activity	2	2	0.04	3.2e-4	ICM0081_SAG.1_MAST-12	PF
MF	GO:0005515	protein binding	29422	593	527.96	6e-4	ICM0081_SAG.1_MAST-12	PF
MF	GO:0046872	metal ion binding	11314	221	203.02	0.00474	ICM0081_SAG.1_MAST-12	PF
MF	GO:0003676	nucleic acid binding	8987	182	161.26	0.00577	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004176	ATP-dependent peptidase activity	93	6	1.67	0.00672	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	268	11	4.81	0.00977	ICM0081_SAG.1_MAST-12	PF
MF	GO:0070403	NAD+ binding	235	10	4.22	0.0106	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004674	protein serine/threonine kinase activity	207	10	3.71	0.01094	ICM0081_SAG.1_MAST-12	PF
MF	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	82	5	1.47	0.0162	ICM0081_SAG.1_MAST-12	PF
MF	GO:0033990	ectoine synthase activity	1	1	0.02	0.01794	ICM0081_SAG.1_MAST-12	PF
MF	GO:0008200	ion channel inhibitor activity	1	1	0.02	0.01794	ICM0081_SAG.1_MAST-12	PF
MF	GO:0015129	lactate transmembrane transporter activity	1	1	0.02	0.01794	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004540	RNA nuclease activity	320	11	5.74	0.01995	ICM0081_SAG.1_MAST-12	PF
MF	GO:0046983	protein dimerization activity	275	10	4.93	0.02808	ICM0081_SAG.1_MAST-12	PF
MF	GO:0031683	G-protein beta/gamma-subunit complex binding	134	6	2.4	0.03443	ICM0081_SAG.1_MAST-12	PF
MF	GO:0019001	guanyl nucleotide binding	2512	35	45.08	0.03551	ICM0081_SAG.1_MAST-12	PF
MF	GO:0004556	alpha-amylase activity	2	1	0.04	0.03557	ICM0081_SAG.1_MAST-12	PF
MF	GO:0008190	eukaryotic initiation factor 4E binding	2	1	0.04	0.03557	ICM0081_SAG.1_MAST-12	PF
MF	GO:0008519	ammonium transmembrane transporter activity	103	5	1.85	0.03843	ICM0081_SAG.1_MAST-12	PF
BP	GO:0009101	glycoprotein biosynthetic process	356	53	16.47	3.5e-14	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006811	monoatomic ion transport	3848	238	177.99	8.1e-9	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	184	27	8.51	1.2e-7	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0055085	transmembrane transport	7345	426	339.75	1.1e-6	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	8	5	0.37	1.1e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0120009	intermembrane lipid transfer	34	9	1.57	1.7e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0000413	protein peptidyl-prolyl isomerization	536	45	24.79	1e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006535	cysteine biosynthetic process from serine	7	4	0.32	1.4e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015833	peptide transport	4	3	0.19	3.8e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0000272	polysaccharide catabolic process	224	25	10.36	4.1e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0017038	protein import	28	6	1.3	0.00152	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015693	magnesium ion transport	257	23	11.89	0.00207	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0001522	pseudouridine synthesis	303	25	14.02	0.00402	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0005992	trehalose biosynthetic process	114	12	5.27	0.0066	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0016567	protein ubiquitination	487	35	22.53	0.00722	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0030245	cellulose catabolic process	10	3	0.46	0.00928	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0010207	photosystem II assembly	5	2	0.23	0.01948	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0030163	protein catabolic process	641	31	29.65	0.02052	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0009245	lipid A biosynthetic process	15	3	0.69	0.02963	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0003333	amino acid transmembrane transport	16	3	0.74	0.03524	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0018193	peptidyl-amino acid modification	829	66	38.35	0.03665	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015031	protein transport	1067	57	49.35	0.04217	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0032958	inositol phosphate biosynthetic process	56	6	2.59	0.0441	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006352	DNA-templated transcription initiation	187	13	8.65	0.04448	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0010024	phytochromobilin biosynthetic process	1	1	0.05	0.04626	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015995	chlorophyll biosynthetic process	1	1	0.05	0.04626	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006103	2-oxoglutarate metabolic process	1	1	0.05	0.04626	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006493	protein O-linked glycosylation	8	2	0.37	0.04973	ICM0082_COSAG.1_Prymnesiophyceae	PF
CC	GO:0000139	Golgi membrane	219	28	11.12	6.7e-6	ICM0082_COSAG.1_Prymnesiophyceae	PF
CC	GO:0016020	membrane	13446	746	682.86	1.8e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
CC	GO:0043231	intracellular membrane-bounded organelle	3260	141	165.56	0.05	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008373	sialyltransferase activity	24	13	1.13	8.7e-12	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	1019	95	48.12	4e-10	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity	65	17	3.07	6e-9	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005216	monoatomic ion channel activity	2257	167	106.58	8.4e-8	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	184	27	8.69	1.9e-7	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016758	hexosyltransferase activity	615	50	29.04	2.1e-6	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0120013	lipid transfer activity	34	9	1.61	2.1e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	5	4	0.24	2.4e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008171	O-methyltransferase activity	66	12	3.12	8.3e-5	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005509	calcium ion binding	5881	337	277.71	1.5e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009001	serine O-acetyltransferase activity	7	4	0.33	1.5e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005254	chloride channel activity	35	8	1.65	1.8e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:1904680	peptide transmembrane transporter activity	32	4	1.51	4.1e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	868	64	40.99	7e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	76	11	3.59	8.6e-4	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016832	aldehyde-lyase activity	30	4	1.42	0.00189	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003676	nucleic acid binding	9284	479	438.4	0.0021	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0033743	peptide-methionine (R)-S-oxide reductase activity	50	8	2.36	0.00224	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008146	sulfotransferase activity	270	24	12.75	0.00243	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015095	magnesium ion transmembrane transporter activity	257	23	12.14	0.00271	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009982	pseudouridine synthase activity	273	24	12.89	0.0028	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009916	alternative oxidase activity	14	4	0.66	0.00339	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0042910	xenobiotic transmembrane transporter activity	146	15	6.89	0.00396	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1878	157	88.68	0.00402	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0071949	FAD binding	196	18	9.26	0.00566	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	3	2	0.14	0.00648	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1775	106	83.82	0.0065	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0070403	NAD+ binding	245	20	11.57	0.01293	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016740	transferase activity	17543	927	828.41	0.01655	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003887	DNA-directed DNA polymerase activity	99	10	4.67	0.01868	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0031151	histone H3K79 methyltransferase activity	144	13	6.8	0.01925	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016491	oxidoreductase activity	5770	313	272.47	0.01936	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0051213	dioxygenase activity	228	9	10.77	0.02029	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0022857	transmembrane transporter activity	8110	488	382.97	0.02467	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015297	antiporter activity	404	30	19.08	0.02691	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004356	glutamine synthetase activity	39	5	1.84	0.03552	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0030151	molybdenum ion binding	110	10	5.19	0.03554	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005544	calcium-dependent phospholipid binding	16	3	0.76	0.03715	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008408	3'-5' exonuclease activity	191	15	9.02	0.03808	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008725	DNA-3-methyladenine glycosylase activity	7	2	0.33	0.03995	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008175	tRNA methyltransferase activity	101	5	4.77	0.03997	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016462	pyrophosphatase activity	5475	211	258.54	0.04251	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004425	indole-3-glycerol-phosphate synthase activity	17	3	0.8	0.04357	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015035	protein-disulfide reductase activity	55	6	2.6	0.04455	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.05	0.04722	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016987	sigma factor activity	1	1	0.05	0.04722	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0050897	cobalt ion binding	1	1	0.05	0.04722	ICM0082_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	1	1	0.05	0.04722	ICM0082_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006811	monoatomic ion transport	3802	192	105.3	9.9e-23	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0055085	transmembrane transport	7227	308	200.15	4.7e-14	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0009101	glycoprotein biosynthetic process	339	36	9.39	7.9e-13	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0120009	intermembrane lipid transfer	37	12	1.02	1.9e-10	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0016567	protein ubiquitination	487	35	13.49	3.9e-7	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0000272	polysaccharide catabolic process	220	21	6.09	1e-6	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0001522	pseudouridine synthesis	298	20	8.25	2.8e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0017038	protein import	27	5	0.75	7.9e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0006629	lipid metabolic process	2848	76	78.88	0.00141	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	23	4	0.64	0.00341	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0000413	protein peptidyl-prolyl isomerization	516	25	14.29	0.00548	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0044341	sodium-dependent phosphate transport	14	3	0.39	0.00614	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	5	2	0.14	0.00725	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	167	10	4.63	0.01842	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0035444	nickel cation transmembrane transport	8	2	0.22	0.01921	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0007166	cell surface receptor signaling pathway	8	2	0.22	0.01921	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0015693	magnesium ion transport	247	13	6.84	0.02109	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0070588	calcium ion transmembrane transport	80	6	2.22	0.02368	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0009308	amine metabolic process	94	3	2.6	0.02429	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0072488	ammonium transmembrane transport	105	7	2.91	0.02697	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0006103	2-oxoglutarate metabolic process	1	1	0.03	0.0277	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0019290	siderophore biosynthetic process	1	1	0.03	0.0277	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0006040	amino sugar metabolic process	24	3	0.66	0.04205	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0009254	peptidoglycan turnover	12	2	0.33	0.04208	ICM0083_SAG.1_Prymnesiophyceae	PF
CC	GO:0016020	membrane	13210	510	423.85	6.2e-15	ICM0083_SAG.1_Prymnesiophyceae	PF
CC	GO:0005576	extracellular region	129	14	4.14	8.2e-5	ICM0083_SAG.1_Prymnesiophyceae	PF
CC	GO:0000148	1,3-beta-D-glucan synthase complex	23	4	0.74	0.0057	ICM0083_SAG.1_Prymnesiophyceae	PF
CC	GO:0043231	intracellular membrane-bounded organelle	3179	60	102	0.0133	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity	71	23	2.05	2.4e-18	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005216	monoatomic ion channel activity	2260	170	65.15	2.5e-15	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004435	phosphatidylinositol phospholipase C activity	64	18	1.84	1.8e-13	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008373	sialyltransferase activity	23	12	0.66	3.2e-13	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	109	22	3.14	6.6e-13	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0120013	lipid transfer activity	37	12	1.07	3.1e-10	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	990	66	28.54	5.5e-10	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0015276	ligand-gated monoatomic ion channel activity	153	34	4.41	2.7e-9	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1846	125	53.22	3.3e-7	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1740	71	50.16	3.9e-7	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005254	chloride channel activity	35	8	1.01	5.5e-6	ICM0083_SAG.1_Prymnesiophyceae	PF
